speed, delay, light_length, seconds_with, seconds_against, time_saved, time_saved_percent
3.6,0,90,3534.38888889,3534.38888889,0.0,0.0
3.7,0,90,3530.83888889,3530.83888889,0.0,0.0
3.8,0,90,3528.03333333,3528.03333333,0.0,0.0
3.9,0,90,3525.51111111,3525.51111111,0.0,0.0
4.0,0,90,3521.75,3521.75,0.0,0.0
3.0,1,30,2439.5,2442.71666667,3.21666666667,0.00131683985726
3.1,1,30,2435.5,2359.5,-76.0,-0.0322102140284
3.2,1,30,2431.5,2355.5,-76.0,-0.0322649119083
3.3,1,30,2427.5,2351.5,-76.0,-0.032319795875
3.4,1,30,2424.5,2348.5,-76.0,-0.0323610815414
3.5,1,30,2422.5,2346.5,-76.0,-0.0323886639676
3.6,1,30,2418.5,2342.5,-76.0,-0.0324439701174
3.7,1,30,2415.5,2339.5,-76.0,-0.0324855738406
3.8,1,30,2413.5,2337.5,-76.0,-0.032513368984
3.9,1,30,2411.5,2335.5,-76.0,-0.032541211732
4.0,1,30,2408.5,2332.5,-76.0,-0.0325830653805
3.0,1,35,2819.5,2743.5,-76.0,-0.0277018407144
3.1,1,35,2815.5,2739.5,-76.0,-0.0277422887388
3.2,1,35,2811.5,2735.5,-76.0,-0.0277828550539
3.3,1,35,2807.5,2731.5,-76.0,-0.0278235401794
3.4,1,35,2804.5,2728.5,-76.0,-0.0278541323071
3.5,1,35,2802.5,2726.5,-76.0,-0.0278745644599
3.6,1,35,2798.5,2722.5,-76.0,-0.0279155188246
3.7,1,35,2795.5,2719.5,-76.0,-0.0279463136606
3.8,1,35,2793.5,2717.5,-76.0,-0.0279668813247
3.9,1,35,2791.5,2715.5,-76.0,-0.0279874792856
4.0,1,35,2788.5,2712.5,-76.0,-0.0280184331797
3.0,1,40,3199.5,3123.5,-76.0,-0.024331679206
3.1,1,40,3195.5,3119.5,-76.0,-0.0243628786665
3.2,1,40,3191.5,3115.5,-76.0,-0.0243941582411
3.3,1,40,3187.5,3111.5,-76.0,-0.0244255182388
3.4,1,40,3184.5,3108.5,-76.0,-0.0244490912015
3.5,1,40,3182.5,3106.5,-76.0,-0.0244648318043
3.6,1,40,3178.5,3102.5,-76.0,-0.024496373892
3.7,1,40,3175.5,3099.5,-76.0,-0.0245200838845
3.8,1,40,3173.5,3097.5,-76.0,-0.0245359160613
3.9,1,40,3171.5,3095.5,-76.0,-0.0245517686965
4.0,1,40,3168.5,3092.5,-76.0,-0.0245755860954
3.0,1,45,3579.5,3503.5,-76.0,-0.0216925931212
3.1,1,45,3575.5,3499.5,-76.0,-0.0217173881983
3.2,1,45,3571.5,3495.5,-76.0,-0.0217422400229
3.3,1,45,3567.5,3491.5,-76.0,-0.0217671487899
3.4,1,45,3564.5,3488.5,-76.0,-0.0217858678515
3.5,1,45,3562.5,3486.5,-76.0,-0.0217983651226
3.6,1,45,3558.5,3482.5,-76.0,-0.0218234027279
3.7,1,45,3555.5,3479.5,-76.0,-0.0218422187096
3.8,1,45,3553.5,3477.5,-76.0,-0.0218547807333
3.9,1,45,3551.5,3475.5,-76.0,-0.0218673572148
4.0,1,45,1882.5,3472.5,1590.0,0.45788336933
3.0,1,50,3959.5,3883.5,-76.0,-0.0195699755375
3.1,1,50,3955.5,3879.5,-76.0,-0.0195901533703
3.2,1,50,3951.5,3875.5,-76.0,-0.0196103728551
3.3,1,50,3947.5,3871.5,-76.0,-0.0196306341211
3.4,1,50,3944.5,3868.5,-76.0,-0.0196458575675
3.5,1,50,3942.5,3866.5,-76.0,-0.019656019656
3.6,1,50,2087.5,3862.5,1775.0,0.459546925566
3.7,1,50,2058.54,2559.5,500.96,0.195725727681
3.8,1,50,2055.12,1981.02,-74.1,-0.0374049731956
3.9,1,50,2052.2,1978.06,-74.14,-0.0374811684175
4.0,1,50,2047.86,1973.66,-74.2,-0.0375951278336
3.0,1,55,4339.5,4263.5,-76.0,-0.017825730034
3.1,1,55,4335.5,4259.5,-76.0,-0.0178424697734
3.2,1,55,4331.5,4255.5,-76.0,-0.0178592409823
3.3,1,55,2264.00909091,4251.5,1987.49090909,0.467479926871
3.4,1,55,2259.08181818,2185.00909091,-74.0727272727,-0.0339004206348
3.5,1,55,2255.22727273,2181.08181818,-74.1454545455,-0.0339948065806
3.6,1,55,2250.32727273,2176.14545455,-74.1818181818,-0.0340886304391
3.7,1,55,2246.44545455,2172.22727273,-74.2181818182,-0.0341668584821
3.8,1,55,2243.15454545,2168.88181818,-74.2727272727,-0.0342447092553
3.9,1,55,2240.31818182,2166.00909091,-74.3090909091,-0.0343069155254
4.0,1,55,2236.1,2161.73636364,-74.3636363636,-0.0343999562641
3.0,1,60,2559.5,4643.5,2084.0,0.448799397007
3.1,1,60,2462.575,2418.5,-44.075,-0.0182241058507
3.2,1,60,2456.70833333,2382.575,-74.1333333333,-0.031114795267
3.3,1,60,2451.8,2377.63333333,-74.1666666667,-0.0311934837163
3.4,1,60,2447.03333333,2372.8,-74.2333333333,-0.0312851202517
3.5,1,60,2443.33333333,2369.03333333,-74.3,-0.031363003194
3.6,1,60,2438.50833333,2364.175,-74.3333333333,-0.0314415529025
3.7,1,60,2434.7,2360.33333333,-74.3666666667,-0.0315068493151
3.8,1,60,2431.51666667,2357.1,-74.4166666667,-0.031571281094
3.9,1,60,2428.75,2354.3,-74.45,-0.0316229877246
4.0,1,60,2424.63333333,2350.13333333,-74.5,-0.0317003290593
3.0,1,65,2655.82307692,2581.65384615,-74.1692307692,-0.0287293476156
3.1,1,65,2650.49230769,2576.27692308,-74.2153846154,-0.0288072233038
3.2,1,65,2644.76923077,2570.49230769,-74.2769230769,-0.02889599119
3.3,1,65,2639.93076923,2565.62307692,-74.3076923077,-0.0289628250447
3.4,1,65,2635.3,2560.93076923,-74.3692307692,-0.029039922384
3.5,1,65,2631.73076923,2557.3,-74.4307692308,-0.0291052161384
3.6,1,65,2626.96923077,2552.50769231,-74.4615384615,-0.0291719154014
3.7,1,65,2623.22307692,2548.73076923,-74.4923076923,-0.0292272171669
3.8,1,65,2620.13076923,2545.59230769,-74.5384615385,-0.0292813822988
3.9,1,65,2617.42307692,2542.85384615,-74.5692307692,-0.029325016411
4.0,1,65,2613.39230769,2538.77692308,-74.6153846154,-0.0293902878733
3.0,1,70,2843.94285714,2769.64285714,-74.3,-0.0268265635074
3.1,1,70,2838.70714286,2764.36428571,-74.3428571429,-0.0268932924387
3.2,1,70,2833.10714286,2758.70714286,-74.4,-0.026969154806
3.3,1,70,2828.32857143,2753.9,-74.4285714286,-0.0270266064231
3.4,1,70,2823.81428571,2749.32857143,-74.4857142857,-0.0270923290362
3.5,1,70,2820.35714286,2745.81428571,-74.5428571429,-0.0271478145957
3.6,1,70,2815.65,2741.07857143,-74.5714285714,-0.0272051408335
3.7,1,70,2811.95714286,2737.35714286,-74.6,-0.0272525637346
3.8,1,70,2808.94285714,2734.3,-74.6428571429,-0.0272987079482
3.9,1,70,2806.28571429,2731.61428571,-74.6714285714,-0.027336007489
4.0,1,70,2802.32857143,2727.61428571,-74.7142857143,-0.0273918075974
3.0,1,75,3032.31333333,2957.9,-74.4133333333,-0.0251574878574
3.1,1,75,3027.16,2952.70666667,-74.4533333333,-0.0252152827011
3.2,1,75,3021.66666667,2947.16,-74.5066666667,-0.0252808353353
3.3,1,75,3016.94,2942.40666667,-74.5333333333,-0.0253307383298
3.4,1,75,3012.52666667,2937.94,-74.5866666667,-0.0253874029649
3.5,1,75,3009.16666667,2934.52666667,-74.64,-0.0254351070814
3.6,1,75,3004.50666667,2929.84,-74.6666666667,-0.0254848956485
3.7,1,75,3000.86,2926.16666667,-74.6933333333,-0.0255260010252
3.8,1,75,2997.91333333,2923.18,-74.7333333333,-0.0255657651371
3.9,1,75,2995.3,2920.54,-74.76,-0.0255980058482
4.0,1,75,2991.40666667,2916.60666667,-74.8,-0.0256462418655
3.0,1,80,3220.8875,3146.375,-74.5125,-0.0236820150173
3.1,1,80,3215.80625,3141.25625,-74.55,-0.0237325433097
3.2,1,80,3210.40625,3135.80625,-74.6,-0.023789735096
3.3,1,80,3205.725,3131.1,-74.625,-0.0238334770528
3.4,1,80,3201.4,3126.725,-74.675,-0.0238828166852
3.5,1,80,3198.125,3123.4,-74.725,-0.0239242492156
3.6,1,80,3193.50625,3118.75625,-74.75,-0.0239678878399
3.7,1,80,3189.9,3115.125,-74.775,-0.0240038521729
3.8,1,80,3187.0125,3112.2,-74.8125,-0.0240384615385
3.9,1,80,3184.4375,3109.6,-74.8375,-0.0240666002058
4.0,1,80,3180.6,3105.725,-74.875,-0.0241087024769
3.0,1,85,3409.62941176,3335.02941176,-74.6,-0.0223686183207
3.1,1,85,3404.61176471,3329.97647059,-74.6352941176,-0.0224131596054
3.2,1,85,3399.29411765,3324.61176471,-74.6823529412,-0.0224634809195
3.3,1,85,3394.65294118,3319.94705882,-74.7058823529,-0.0225021306151
3.4,1,85,3390.40588235,3315.65294118,-74.7529411765,-0.0225454661579
3.5,1,85,3387.20588235,3312.40588235,-74.8,-0.0225817736886
3.6,1,85,3382.62352941,3307.8,-74.8235294118,-0.0226203305556
3.7,1,85,3379.05294118,3304.20588235,-74.8470588235,-0.0226520566479
3.8,1,85,3376.21764706,3301.33529412,-74.8823529412,-0.0226824440022
3.9,1,85,3373.67647059,3298.77058824,-74.9058823529,-0.0227072117776
4.0,1,85,3369.88823529,3294.94705882,-74.9411764706,-0.0227442733169
3.0,1,90,3598.51111111,3523.83333333,-74.6777777778,-0.0211921991518
3.1,1,90,3593.55,3518.83888889,-74.7111111111,-0.0212317510037
3.2,1,90,3588.30555556,3513.55,-74.7555555556,-0.0212763602498
3.3,1,90,3583.7,3508.92222222,-74.7777777778,-0.021310753856
3.4,1,90,3579.52222222,3504.7,-74.8222222222,-0.0213491089743
3.5,1,90,3576.38888889,3501.52222222,-74.8666666667,-0.0213811770754
3.6,1,90,3571.83888889,3496.95,-74.8888888889,-0.0214154874645
3.7,1,90,3568.3,3493.38888889,-74.9111111111,-0.0214436793308
3.8,1,90,3565.51111111,3490.56666667,-74.9444444444,-0.021470566702
3.9,1,90,3563.0,3488.03333333,-74.9666666667,-0.0214925316081
4.0,1,90,2432.23333333,3484.25555556,1052.02222222,0.301936010562
3.0,2,30,2477.5,2474.4,-3.1,-0.00125282896864
3.1,2,30,2473.5,2331.75,-141.75,-0.0607912512062
3.2,2,30,2469.5,2317.5,-152.0,-0.0655879180151
3.3,2,30,2465.5,2313.5,-152.0,-0.0657013183488
3.4,2,30,2462.5,2310.5,-152.0,-0.0657866262714
3.5,2,30,2460.5,2308.5,-152.0,-0.0658436213992
3.6,2,30,2456.5,2304.5,-152.0,-0.06595790844
3.7,2,30,2453.5,2301.5,-152.0,-0.0660438844232
3.8,2,30,2451.5,2299.5,-152.0,-0.0661013263753
3.9,2,30,2449.5,2297.5,-152.0,-0.0661588683351
4.0,2,30,2446.5,2294.5,-152.0,-0.0662453693615
3.0,2,35,2857.5,2705.5,-152.0,-0.0561818517834
3.1,2,35,2853.5,2701.5,-152.0,-0.0562650379419
3.2,2,35,2849.5,2697.5,-152.0,-0.0563484708063
3.3,2,35,2845.5,2693.5,-152.0,-0.0564321514758
3.4,2,35,2842.5,2690.5,-152.0,-0.0564950752648
3.5,2,35,2840.5,2688.5,-152.0,-0.0565371024735
3.6,2,35,2836.5,2684.5,-152.0,-0.0566213447569
3.7,2,35,2833.5,2681.5,-152.0,-0.0566846914041
3.8,2,35,2831.5,2679.5,-152.0,-0.0567270013062
3.9,2,35,2829.5,2677.5,-152.0,-0.0567693744164
4.0,2,35,2826.5,2674.5,-152.0,-0.0568330529071
3.0,2,40,3237.5,3085.5,-152.0,-0.0492626802787
3.1,2,40,3233.5,3081.5,-152.0,-0.0493266266429
3.2,2,40,3229.5,3077.5,-152.0,-0.0493907392364
3.3,2,40,3225.5,3073.5,-152.0,-0.0494550187083
3.4,2,40,3222.5,3070.5,-152.0,-0.0495033382185
3.5,2,40,3220.5,3068.5,-152.0,-0.0495356037152
3.6,2,40,3216.5,3064.5,-152.0,-0.049600261054
3.7,2,40,3213.5,3061.5,-152.0,-0.0496488649355
3.8,2,40,3211.5,3059.5,-152.0,-0.0496813204772
3.9,2,40,3209.5,3057.5,-152.0,-0.0497138184791
4.0,2,40,3206.5,3054.5,-152.0,-0.0497626452775
3.0,2,45,3617.5,3465.5,-152.0,-0.0438609147309
3.1,2,45,3613.5,3461.5,-152.0,-0.0439115990178
3.2,2,45,3609.5,3457.5,-152.0,-0.0439624005785
3.3,2,45,3605.5,3453.5,-152.0,-0.0440133198205
3.4,2,45,3602.5,3450.5,-152.0,-0.0440515867266
3.5,2,45,3600.5,3448.5,-152.0,-0.0440771349862
3.6,2,45,3596.5,3444.5,-152.0,-0.044128320511
3.7,2,45,3593.5,3441.5,-152.0,-0.0441667877379
3.8,2,45,3591.5,3439.5,-152.0,-0.0441924698357
3.9,2,45,2013.5,3437.5,1424.0,0.414254545455
4.0,2,45,1897.04444444,3434.5,1537.45555556,0.447650474758
3.0,2,50,3997.5,3845.5,-152.0,-0.0395267195423
3.1,2,50,3993.5,3841.5,-152.0,-0.0395678771313
3.2,2,50,3989.5,3837.5,-152.0,-0.0396091205212
3.3,2,50,3985.5,3833.5,-152.0,-0.0396504499804
3.4,2,50,3982.5,3830.5,-152.0,-0.0396815037201
3.5,2,50,2378.5,3828.5,1450.0,0.378738409299
3.6,2,50,2099.54,3824.5,1724.96,0.451028892666
3.7,2,50,2095.59,3821.5,1725.91,0.451631558289
3.8,2,50,2092.2,2468.5,376.3,0.152440753494
3.9,2,50,2089.3,1941.02,-148.28,-0.0763928243913
4.0,2,50,2084.99,1936.59,-148.4,-0.0766295395515
3.0,2,55,4377.5,4225.5,-152.0,-0.0359720743107
3.1,2,55,4373.5,4221.5,-152.0,-0.0360061589482
3.2,2,55,2389.5,4217.5,1828.0,0.433432128038
3.3,2,55,2301.03636364,4213.5,1912.46363636,0.453889554139
3.4,2,55,2296.14545455,3990.5,1694.35454545,0.424597054368
3.5,2,55,2292.32727273,2144.03636364,-148.290909091,-0.0691643628839
3.6,2,55,2287.44545455,2139.08181818,-148.363636364,-0.0693585608099
3.7,2,55,2283.58181818,2135.14545455,-148.436363636,-0.0695204925362
3.8,2,55,2280.31818182,2131.77272727,-148.545454545,-0.0696816563253
3.9,2,55,2277.5,2128.88181818,-148.618181818,-0.0698104425285
4.0,2,55,2273.30909091,2124.58181818,-148.727272727,-0.0700030808202
3.0,2,60,2505.05,4605.5,2100.45,0.456074259038
3.1,2,60,2499.63333333,4601.5,2101.86666667,0.456778586693
3.2,2,60,2493.8,2345.53333333,-148.266666667,-0.0632123468721
3.3,2,60,2488.90833333,2340.575,-148.333333333,-0.0633747405374
3.4,2,60,2484.175,2335.70833333,-148.466666667,-0.0635638724869
3.5,2,60,2480.50833333,2331.90833333,-148.6,-0.0637246318287
3.6,2,60,2475.7,2327.03333333,-148.666666667,-0.0638867800203
3.7,2,60,2471.90833333,2323.175,-148.733333333,-0.0640215796629
3.8,2,60,2468.75,2319.91666667,-148.833333333,-0.0641546032544
3.9,2,60,2466.0,2317.1,-148.9,-0.0642613611842
4.0,2,60,2461.90833333,2312.90833333,-149.0,-0.0644210571827
3.0,2,65,2692.93076923,2544.59230769,-148.338461538,-0.0582955709997
3.1,2,65,2687.62307692,2539.19230769,-148.430769231,-0.0584558990594
3.2,2,65,2681.93076923,2533.37692308,-148.553846154,-0.0586386671484
3.3,2,65,2677.10769231,2528.49230769,-148.615384615,-0.0587762850467
3.4,2,65,2672.50769231,2523.76923077,-148.738461538,-0.0589350483099
3.5,2,65,2668.96923077,2520.10769231,-148.861538462,-0.0590695147338
3.6,2,65,2664.22307692,2515.3,-148.923076923,-0.0592068846353
3.7,2,65,2660.49230769,2511.50769231,-148.984615385,-0.0593207880035
3.8,2,65,2657.42307692,2508.34615385,-149.076923077,-0.0594323565941
3.9,2,65,2654.73076923,2505.59230769,-149.138461538,-0.0595222379477
4.0,2,65,2650.72307692,2501.49230769,-149.230769231,-0.059656697233
3.0,2,70,2881.11428571,2732.51428571,-148.6,-0.0543821493549
3.1,2,70,2875.9,2727.21428571,-148.685714286,-0.054519263508
3.2,2,70,2870.32857143,2721.52857143,-148.8,-0.0546751562935
3.3,2,70,2865.56428571,2716.70714286,-148.857142857,-0.0547932239397
3.4,2,70,2861.07857143,2712.10714286,-148.971428571,-0.0549282977126
3.5,2,70,2857.65,2708.56428571,-149.085714286,-0.0550423392467
3.6,2,70,2852.95714286,2703.81428571,-149.142857143,-0.0551601705527
3.7,2,70,2849.27857143,2700.07857143,-149.2,-0.0552576512324
3.8,2,70,2846.28571429,2697.0,-149.285714286,-0.0553525080778
3.9,2,70,2843.64285714,2694.3,-149.342857143,-0.0554291864836
4.0,2,70,2839.70714286,2690.27857143,-149.428571429,-0.0555439027822
3.0,2,75,3069.54,2920.71333333,-148.826666667,-0.050955588475
3.1,2,75,3064.40666667,2915.5,-148.906666667,-0.0510741439433
3.2,2,75,3058.94,2909.92666667,-149.013333333,-0.0512086215231
3.3,2,75,3054.22666667,2905.16,-149.066666667,-0.0513110006563
3.4,2,75,3049.84,2900.66666667,-149.173333333,-0.0514272581016
3.5,2,75,3046.50666667,2897.22666667,-149.28,-0.0515251366824
3.6,2,75,3041.86,2892.52666667,-149.333333333,-0.0516272970114
3.7,2,75,3038.22666667,2888.84,-149.386666667,-0.0517116443509
3.8,2,75,3035.3,2885.83333333,-149.466666667,-0.051793242853
3.9,2,75,3032.7,2883.18,-149.52,-0.05185940524
4.0,2,75,3028.82666667,2879.22666667,-149.6,-0.051958396236
3.0,2,80,3258.1625,3109.1375,-149.025,-0.0479312992751
3.1,2,80,3253.1,3104.0,-149.1,-0.0480347938144
3.2,2,80,3247.725,3098.525,-149.2,-0.0481519432633
3.3,2,80,3243.05625,3093.80625,-149.25,-0.0482415471234
3.4,2,80,3238.75625,3089.40625,-149.35,-0.0483426224699
3.5,2,80,3235.50625,3086.05625,-149.45,-0.0484275035492
3.6,2,80,3230.9,3081.4,-149.5,-0.048516907899
3.7,2,80,3227.30625,3077.75625,-149.55,-0.0485905925786
3.8,2,80,3224.4375,3074.8125,-149.625,-0.0486615037502
3.9,2,80,3221.875,3072.2,-149.675,-0.0487191589089
4.0,2,80,3218.05625,3068.30625,-149.75,-0.0488054280762
3.0,2,85,3446.94705882,3297.74705882,-149.2,-0.0452430090418
3.1,2,85,3441.94705882,3292.67647059,-149.270588235,-0.0453341193915
3.2,2,85,3436.65294118,3287.28823529,-149.364705882,-0.0454370579004
3.3,2,85,3432.02352941,3282.61176471,-149.411764706,-0.0455161241766
3.4,2,85,3427.8,3278.29411765,-149.505882353,-0.0456047801044
3.5,2,85,3424.62352941,3275.02352941,-149.6,-0.0456790611293
3.6,2,85,3420.05294118,3270.40588235,-149.647058824,-0.0457579469359
3.7,2,85,3416.49411765,3266.8,-149.694117647,-0.0458228595712
3.8,2,85,3413.67647059,3263.91176471,-149.764705882,-0.0458850350986
3.9,2,85,3411.14705882,3261.33529412,-149.811764706,-0.045935713809
4.0,2,85,3407.37647059,3257.49411765,-149.882352941,-0.046011549838
3.0,2,90,3635.86666667,3486.51111111,-149.355555556,-0.042838112599
3.1,2,90,3630.92222222,3481.5,-149.422222222,-0.042918920644
3.2,2,90,3625.7,3476.18888889,-149.511111111,-0.0430100653014
3.3,2,90,3621.10555556,3471.55,-149.555555556,-0.0430803403539
3.4,2,90,3616.95,3467.30555556,-149.644444444,-0.0431587127372
3.5,2,90,3613.83888889,3464.10555556,-149.733333333,-0.0432242409857
3.6,2,90,3609.3,3459.52222222,-149.777777778,-0.0432943534271
3.7,2,90,3605.77222222,3455.95,-149.822222222,-0.0433519646471
3.8,2,90,3603.0,3453.11111111,-149.888888889,-0.0434069116417
3.9,2,90,2473.98888889,3450.56666667,976.577777778,0.283019536244
4.0,2,90,2467.68333333,3446.77222222,979.088888889,0.284059643563
3.0,3,30,2515.5,2507.5,-8.0,-0.00319042871386
3.1,3,30,2511.5,2365.71666667,-145.783333333,-0.0616233276738
3.2,3,30,2507.5,2279.5,-228.0,-0.100021934635
3.3,3,30,2503.5,2275.5,-228.0,-0.100197758734
3.4,3,30,2500.5,2272.5,-228.0,-0.100330033003
3.5,3,30,2498.5,2270.5,-228.0,-0.100418410042
3.6,3,30,2494.5,2266.5,-228.0,-0.100595632032
3.7,3,30,2491.5,2263.5,-228.0,-0.100728959576
3.8,3,30,2489.5,2261.5,-228.0,-0.100818041123
3.9,3,30,2487.5,2259.5,-228.0,-0.100907280372
4.0,3,30,2484.5,2256.5,-228.0,-0.101041435852
3.0,3,35,2895.5,2667.5,-228.0,-0.085473289597
3.1,3,35,2891.5,2663.5,-228.0,-0.0856016519617
3.2,3,35,2887.5,2659.5,-228.0,-0.0857304004512
3.3,3,35,2883.5,2655.5,-228.0,-0.0858595368104
3.4,3,35,2880.5,2652.5,-228.0,-0.0859566446748
3.5,3,35,2878.5,2650.5,-228.0,-0.0860215053763
3.6,3,35,2874.5,2646.5,-228.0,-0.0861515208766
3.7,3,35,2871.5,2643.5,-228.0,-0.0862492907131
3.8,3,35,2869.5,2641.5,-228.0,-0.0863145939807
3.9,3,35,2867.5,2639.5,-228.0,-0.0863799962114
4.0,3,35,2864.5,2636.5,-228.0,-0.0864782856059
3.0,3,40,3275.5,3047.5,-228.0,-0.0748154224774
3.1,3,40,3271.5,3043.5,-228.0,-0.0749137506161
3.2,3,40,3267.5,3039.5,-228.0,-0.0750123375555
3.3,3,40,3263.5,3035.5,-228.0,-0.0751111843189
3.4,3,40,3260.5,3032.5,-228.0,-0.0751854905194
3.5,3,40,3258.5,3030.5,-228.0,-0.0752351097179
3.6,3,40,3254.5,3026.5,-228.0,-0.0753345448538
3.7,3,40,3251.5,3023.5,-228.0,-0.0754092938647
3.8,3,40,3249.5,3021.5,-228.0,-0.0754592090022
3.9,3,40,3247.5,3019.5,-228.0,-0.0755091902633
4.0,3,40,3244.5,3016.5,-228.0,-0.0755842864247
3.0,3,45,3655.5,3427.5,-228.0,-0.0665207877462
3.1,3,45,3651.5,3423.5,-228.0,-0.0665985102965
3.2,3,45,3647.5,3419.5,-228.0,-0.0666764146805
3.3,3,45,3643.5,3415.5,-228.0,-0.0667545015371
3.4,3,45,3640.5,3412.5,-228.0,-0.0668131868132
3.5,3,45,3638.5,3410.5,-228.0,-0.066852367688
3.6,3,45,3634.5,3406.5,-228.0,-0.0669308674593
3.7,3,45,3631.5,3403.5,-228.0,-0.0669898633759
3.8,3,45,2413.5,3401.5,988.0,0.290460091136
3.9,3,45,1938.52222222,3399.5,1460.97777778,0.42976254678
4.0,3,45,1934.1,3396.5,1462.4,0.430560871485
3.0,3,50,4035.5,3807.5,-228.0,-0.0598818122127
3.1,3,50,4031.5,3803.5,-228.0,-0.0599447876955
3.2,3,50,4027.5,3799.5,-228.0,-0.0600078957758
3.3,3,50,4023.5,3795.5,-228.0,-0.0600711368726
3.4,3,50,3820.5,3792.5,-28.0,-0.00738299274885
3.5,3,50,2141.54,3790.5,1648.96,0.435024403113
3.6,3,50,2136.59,3786.5,1649.91,0.435734847484
3.7,3,50,2132.66,3783.5,1650.84,0.436326153033
3.8,3,50,2129.3,3781.5,1652.2,0.4369165675
3.9,3,50,2126.42,2028.5,-97.92,-0.0482721222578
4.0,3,50,2122.14,1899.54,-222.6,-0.117186266149
3.0,3,55,4415.5,4187.5,-228.0,-0.054447761194
3.1,3,55,4411.5,4183.5,-228.0,-0.0544998207243
3.2,3,55,2343.03636364,4179.5,1836.46363636,0.439397927112
3.3,3,55,2338.08181818,4175.5,1837.41818182,0.440047463015
3.4,3,55,2333.22727273,4172.5,1839.27272727,0.440808322893
3.5,3,55,2329.44545455,2408.5,79.0545454545,0.0328231452998
3.6,3,55,2324.58181818,2102.03636364,-222.545454545,-0.105871362834
3.7,3,55,2320.73636364,2098.08181818,-222.654545455,-0.106122908804
3.8,3,55,2317.5,2094.68181818,-222.818181818,-0.106373282989
3.9,3,55,2314.7,2091.77272727,-222.927272727,-0.106573371868
4.0,3,55,2310.53636364,2087.44545455,-223.090909091,-0.106872689107
3.0,3,60,2542.1,4567.5,2025.4,0.443437328955
3.1,3,60,2536.70833333,4563.5,2026.79166667,0.444130966729
3.2,3,60,2530.90833333,2399.5,-131.408333333,-0.0547648815725
3.3,3,60,2526.03333333,2303.53333333,-222.5,-0.0965907446531
3.4,3,60,2521.33333333,2298.63333333,-222.7,-0.0968836555054
3.5,3,60,2517.7,2294.8,-222.9,-0.0971326477253
3.6,3,60,2512.90833333,2289.90833333,-223.0,-0.0973838108512
3.7,3,60,2509.13333333,2286.03333333,-223.1,-0.0975926276957
3.8,3,60,2506.0,2282.75,-223.25,-0.097798707699
3.9,3,60,2503.26666667,2279.91666667,-223.35,-0.0979641068753
4.0,3,60,2499.2,2275.7,-223.5,-0.0982115393066
3.0,3,65,2730.05384615,2507.54615385,-222.507692308,-0.0887352330351
3.1,3,65,2724.76923077,2502.12307692,-222.646153846,-0.0889828945265
3.2,3,65,2719.10769231,2496.27692308,-222.830769231,-0.0892652442407
3.3,3,65,2714.3,2491.37692308,-222.923076923,-0.089477860559
3.4,3,65,2709.73076923,2486.62307692,-223.107692308,-0.089723164873
3.5,3,65,2706.22307692,2482.93076923,-223.292307692,-0.0899309438907
3.6,3,65,2701.49230769,2478.10769231,-223.384615385,-0.0901432234273
3.7,3,65,2697.77692308,2474.3,-223.476923077,-0.0903192511324
3.8,3,65,2694.73076923,2471.11538462,-223.615384615,-0.0904916808044
3.9,3,65,2692.05384615,2468.34615385,-223.707692308,-0.0906305997476
4.0,3,65,2688.06923077,2464.22307692,-223.846153846,-0.090838429338
3.0,3,70,2918.3,2695.4,-222.9,-0.0826964457965
3.1,3,70,2913.10714286,2690.07857143,-223.028571429,-0.082907827971
3.2,3,70,2907.56428571,2684.36428571,-223.2,-0.0831481782066
3.3,3,70,2902.81428571,2679.52857143,-223.285714286,-0.0833302233335
3.4,3,70,2898.35714286,2674.9,-223.457142857,-0.0835385034421
3.5,3,70,2894.95714286,2671.32857143,-223.628571429,-0.0837143636393
3.6,3,70,2890.27857143,2666.56428571,-223.714285714,-0.083896078153
3.7,3,70,2886.61428571,2662.81428571,-223.8,-0.0840464170561
3.8,3,70,2883.64285714,2659.71428571,-223.928571429,-0.0841927167257
3.9,3,70,2881.01428571,2657.0,-224.014285714,-0.0843109844615
4.0,3,70,2877.1,2652.95714286,-224.142857143,-0.0844879299111
3.0,3,75,3106.78,2883.54,-223.24,-0.0774187283686
3.1,3,75,3101.66666667,2878.30666667,-223.36,-0.0776011821766
3.2,3,75,3096.22666667,2872.70666667,-223.52,-0.0778081530543
3.3,3,75,3091.52666667,2867.92666667,-223.6,-0.0779657313413
3.4,3,75,3087.16666667,2863.40666667,-223.76,-0.0781446808114
3.5,3,75,3083.86,2859.94,-223.92,-0.0782953488535
3.6,3,75,3079.22666667,2855.22666667,-224.0,-0.0784526155542
3.7,3,75,3075.60666667,2851.52666667,-224.08,-0.0785824669358
3.8,3,75,3072.7,2848.5,-224.2,-0.0787080919782
3.9,3,75,3070.11333333,2845.83333333,-224.28,-0.0788099560761
4.0,3,75,3066.26,2841.86,-224.4,-0.0789623697156
3.0,3,80,3295.45,3071.9125,-223.5375,-0.0727681859428
3.1,3,80,3290.40625,3066.75625,-223.65,-0.0729272174794
3.2,3,80,3285.05625,3061.25625,-223.8,-0.0731072415124
3.3,3,80,3280.4,3056.525,-223.875,-0.0732449431953
3.4,3,80,3276.125,3052.1,-224.025,-0.0734002817732
3.5,3,80,3272.9,3048.725,-224.175,-0.0735307382594
3.6,3,80,3268.30625,3044.05625,-224.25,-0.0736681524857
3.7,3,80,3264.725,3040.4,-224.325,-0.0737814103407
